nome,preco,imagem,status,categoria_principal,subcategoria,special,Codigo
Funko Pop! Filme Harry Potter Especial de Natal Ron Weasley 166,"R$ 119,90",https://cdn.awsli.com.br/800x800/84/84034/produto/259879656/candy-funko-f-1--800-jfoy20d82r.jpg,disponivel,Filmes e Séries,Harry Potter,,HW2833G33
Funko Pop! Filme Terror Chucky Good Guy Chucky 1589,"R$ 129,90",https://cdn.awsli.com.br/800x800/84/84034/produto/272116473/good-guy-chucky-b-1--800-z7vr1624ok.jpg,disponivel,Filmes e Séries,Chucky,,HW3282A70
Funko Pop! Television Game of Thrones Night King 84 Exclusivo Glow,"R$ 309,90",https://cdn.awsli.com.br/800x800/84/84034/produto/381396509/funko-pop-night-king-gitd-84-exclusivo-x-upb2h2juy5.png,disponivel,Filmes e Séries,Game of Thrones,Exclusivo | Glow,HW3749S99
Funko Pop! Games Crash Bandicoot 273,"R$ 399,90",https://cdn.awsli.com.br/800x800/84/84034/produto/222823087/funko-pop--crash-bandicoot-273-combo-800-jpwe8f02eg.jpg,disponivel,Games,Crash Bandicoot,,HW3972Q97
Funko Pop! Hockey Chicago Blackhawks Patrick Kane 03,"R$ 474,90",https://cdn.awsli.com.br/800x800/84/84034/produto/237204218/funko-pop--patrick-kane-03-cc-800-8a9k782va7.jpg,disponivel,Esporte,Hockey,,HW4738H52
Funko Pop! Animation Demon Slayer Haganezuka 1445 Exclusivo,"R$ 229,90",https://cdn.awsli.com.br/800x800/84/84034/produto/316439366/haganezuka-with-hat-c-1--800-3ru4u0kbtj.jpg,disponivel,Animes,Demon Slayer,Exclusivo,HW4806H37
Funko Pop! Animation Demon Slayer Haganezuka 1407,"R$ 129,90",https://cdn.awsli.com.br/800x800/84/84034/produto/227865563/haganezuka-c-1--800-s2smp3113i.jpg,disponivel,Animes,Demon Slayer,,HW5314H89
Funko Pop! Animation Demon Slayer Gyutaro 1754 Exclusivo,"R$ 469,90",https://cdn.awsli.com.br/800x800/84/84034/produto/299350867/gyutaro-1754-b-1--800-79rsrvo2fz.jpg,disponivel,Animes,Demon Slayer,Exclusivo,HW5658K36
Funko Pop! Animation Rocky And Bullwinkle Rocky 448,"R$ 334,90",https://cdn.awsli.com.br/800x800/84/84034/produto/232706691/c-800-rzpql4m1xg.jpg,disponivel,Animes,Rocky,,HW6040F93
Funko Pop! Animation My Hero Academia Izuku Midoriya 1347 Exclusivo Glow,"R$ 389,90",https://cdn.awsli.com.br/800x800/84/84034/produto/221810955/funko-pop-animation-my-hero-academia-izuku-midoriya-1347-exclusivo-glow-bed-hb0uebzwwa.png,disponivel,Animes,My Hero Academia,Exclusivo | Glow,HW6403W60
Funko Pop! Disney Mary Poppins 470 Exclusivo,"R$ 309,90",https://cdn.awsli.com.br/800x800/84/84034/produto/207496072/funko-pop--filme-disney-mary-poppins-470-exclusivo-asdasdas-gki5koly0a.jpg,disponivel,Filmes e Séries,Mary Poppins,Exclusivo,HW7337E47
Funko Pop! Marvel Pantera Negra Okoye Midnight Angel 1177,"R$ 134,90",https://cdn.awsli.com.br/800x800/84/84034/produto/183715798/angel-funko-3-auu7q14e4a.png,disponivel,Heróis/Vilões,Marvel,,HW7560W15
Funko Pop! Television Sandman Lucienne With Matthew 1639,"R$ 134,90",https://cdn.awsli.com.br/800x800/84/84034/produto/300763855/--bud-b-1--800-2ui4tpok9g.jpg,disponivel,Filmes e Séries,Sandman,,HW8171H50
Funko Pop! Games Pokemon Espeon 884 Exclusivo Flocked,"R$ 469,90",https://cdn.awsli.com.br/800x800/84/84034/produto/219498233/funko-pop-games-pokemon-espeon-884-exclusivo-flocked-xg-gcb7cw1wbs.png,disponivel,Games,Pokemon,Exclusivo | Flocked,HW8496J20
Funko Pop! Filme O Senhor Dos Aneis Legolas Greenleaf 1577,"R$ 149,90",https://cdn.awsli.com.br/800x800/84/84034/produto/271011840/legolas-greenleaf-a-1--800-jvzbrc1cj2.jpg,disponivel,Filmes e Séries,O Senhor dos Anéis,,HW8773U60
Funko Pop! Animation Hanna Barbera Wacky Races Professor Pat Pending 602 Exclusivo,"R$ 469,90",https://cdn.awsli.com.br/800x800/84/84034/produto/140914397/funko-pop--prof-vj1v42cxib.jpg,disponivel,Disney,Hanna Barbera,Exclusivo,HW9071E19
Funko Pop! Animation Rainbow Brite / Arco-Íris Brite Rainbow Brite And Sprite 1796,"R$ 399,90",https://cdn.awsli.com.br/800x800/84/84034/produto/326184491/budd-b-1--800-78pqbc7iq8.jpg,disponivel,Disney,Rainbow Brite,,HW9146K25
Funko Pop! Marvel Deadpool 548 Exclusivo 10 Polegadas,"R$ 1.039,90",https://cdn.awsli.com.br/800x800/84/84034/produto/145855432/funko-pop-marvel-deadpool-548-exclusivo-10-polegadas-x-evgxsddv4b.png,disponivel,Heróis/Vilões,Deadpool,Exclusivo | 10 Polegadas,HW9244Q67
Funko Pop! Disney A Branca de Neve Evil Queen 1422,"R$ 134,90",https://cdn.awsli.com.br/800x800/84/84034/produto/337147524/vil-qu-bv-1--ads-e9nl4wwu6t.jpg,disponivel,Disney,Branca de Neve,,HW9967J22
Funko Pop! Disney Os Gargulas Hudson And Bronx 2 Pack Exclusivo,"R$ 1.039,90",https://cdn.awsli.com.br/800x800/84/84034/produto/376460286/funko-pop--hudson-and-bronx-2-pack-as85-lbmk2mofbn.png,disponivel,Disney,Os Gárgulas,Exclusivo,HW9987P41
Funko Pop! Filme Harry Potter Sirius Black 67 Exclusivo,"R$ 469,90",https://cdn.awsli.com.br/800x800/84/84034/produto/120066863/funko-pop--filme-harry-potter-sirius-black-67-exclusivo-c-1--800-e81glmvx11.jpg,disponivel,Filmes e Séries,Harry Potter,Exclusivo,HX1326E83
Funko Pop! Marvel Homem Aranha / Spider Man 1357 Exclusivo,"R$ 469,90",https://cdn.awsli.com.br/800x800/84/84034/produto/263017149/image-photoroom-png-photoroom--11--800-aujqjnpibj.jpg,disponivel,Heróis/Vilões,Homem Aranha,Exclusivo,HX2161C30
Funko Pop! Disneyland Dumbo 985,"R$ 334,90",https://cdn.awsli.com.br/800x800/84/84034/produto/112645148/funko-pop-disneyland-dumbo-985-bbx-tvsks185c7.png,disponivel,Disney,Dumbo,,HX2225B27
Funko Pop! Marvel Hulk Natal 398,"R$ 264,90",https://cdn.awsli.com.br/800x800/84/84034/produto/232419143/hulk-398-c-1--800-smji50ut5f.jpg,disponivel,Heróis/Vilões,Hulk,,HX2934P40
Funko Pop! Television The Witcher Ciri 1319,"R$ 134,90",https://cdn.awsli.com.br/800x800/84/84034/produto/217438804/ciri-caixa800-aq2rkp1oy6.jpg,disponivel,Filmes e Séries,The Witcher,,HX3212B83
Funko Pop! Filme O Predador Assassin Predator 619,"R$ 399,90",https://cdn.awsli.com.br/800x800/84/84034/produto/225346668/funko-pop--assassin-predator-619-c-800-q97y2b2kd3.jpg,disponivel,Filmes e Séries,O Predador,,HX3294J24
Funko Pop! Filme Pets A Vida Secreta dos Bichos Max 293,"R$ 269,90",https://cdn.awsli.com.br/800x800/84/84034/produto/213529425/max-caixa-800-pcugkujkwp.jpg,disponivel,Disney,Filme Pets,,HX3776B46
Funko Pop! Rocks Slayer Jeff Hanneman 155,"R$ 399,90",https://cdn.awsli.com.br/800x800/84/84034/produto/97547217/funko-pop-rocks-slayer-jeff-hanneman-155-bg-ll14kslpja.png,disponivel,Música,Slayer,,HX3871S56
Funko Pop! Animation Jujutsu Kaisen Nobara Kugisaki 1164 Exclusivo,"R$ 309,90",https://cdn.awsli.com.br/800x800/84/84034/produto/179085784/funko-pop--animation-jujutsu-kaisen-nobara-kugisaki-1164-exclusivo-c-800-3gvgr7vlt7.jpg,disponivel,Animes,Jujutsu Kaisen,Exclusivo,HX4530S84
Funko Pop! Filme Besouro Azul / Blue Beetle Conrad Carapax 1405,"R$ 134,90",https://cdn.awsli.com.br/800x800/84/84034/produto/224765021/conrad-carapax-c-800-z6aq3g1ajz.jpg,disponivel,Heróis/Vilões,Besouro Azul,,HX4968M43
Funko Pop! Television Uma Galera Do Barulho Zack Morris 1575,"R$ 129,90",https://cdn.awsli.com.br/800x800/84/84034/produto/278351078/zack-morris-c-2--800-tvj12nxakv.jpg,disponivel,Filmes e Séries,Uma Galera do Barulho,,HX5190D49
Funko Pop! Disney A Bela e a Fera Lumiere 93,"R$ 264,90",https://cdn.awsli.com.br/800x800/84/84034/produto/182449637/funko-pop--disney-a-bela-e-a-fera-beauty-and-the-beast-lumiere-93-a-800-thil9conjx.jpg,disponivel,Disney,A Bela e a Fera,,HX5472U87
Funko Pop! Marvel Homem Formiga / Ant Man 85 Exclusivo,"R$ 469,90",https://cdn.awsli.com.br/800x800/84/84034/produto/235559515/funko-pop--ant-man-85-exclusivo-cc-800-ix5cucoosn.jpg,disponivel,Heróis/Vilões,Homem Formiga,Exclusivo,HX5684L62
Funko Pop! Animation Rick And Morty Gearhead 438 Exclusivo,"R$ 309,90",https://cdn.awsli.com.br/800x800/84/84034/produto/216111547/gea-combo-800-kpeszvj6mn.jpg,disponivel,Disney,Rick and Morty,Exclusivo,HX5814K60
Funko Pop! Filme Aliens AVP Wolf Predator 1998,"R$ 134,90",https://cdn.awsli.com.br/800x800/84/84034/produto/379680270/wolf-predator-x-l95yeyv0ra.png,disponivel,Filmes e Séries,Alien,,HX6050R94
Funko Pop! Games Overwatch Tracer 92,"R$ 264,90",https://cdn.awsli.com.br/800x800/84/84034/produto/217089385/tracer-92-caixa-1-800-n1jjyl5e25.jpg,disponivel,Games,Overwatch,,HX6109A30
Funko Pop! Disney A Bela e A Fera Gaston 1134,"R$ 134,90",https://cdn.awsli.com.br/800x800/84/84034/produto/136759126/dfa9b74ee7.jpg,disponivel,Disney,A Bela e a Fera,,HX7721T27
Funko Pop! Filme Marvel Guardiões da Galáxia Groot 1222 Exclusivo,"R$ 469,90",https://cdn.awsli.com.br/800x800/84/84034/produto/208096388/groot-combo-550-ovgppe.jpg,disponivel,Heróis/Vilões,Guardiões da Galáxia,Exclusivo,HX7829T55
Funko Pop! Hockey New York Randers Artemi Panarin 61 Exclusivo,"R$ 159,90",https://cdn.awsli.com.br/800x800/84/84034/produto/368090602/artemi-panarin-x-1lzwbs2lhp.png,disponivel,Esporte,Hockey,Exclusivo,HX8026V91
Funko Pop! Drag Queens Rupaul 01 Exclusivo Diamond,"R$ 879,90",https://cdn.awsli.com.br/800x800/84/84034/produto/165434489/funko-pop--rupau-v1me259mdc.jpg,disponivel,Filmes e Séries,Drag Queens,Exclusivo | Diamond,HX8270Z28
Funko Pop! Filme Space Jam Marvin The Martian 1085,"R$ 134,90",https://cdn.awsli.com.br/800x800/84/84034/produto/113071186/funko-pop--filme-space-jam-marvin-the-martian-1085-c-800-7raseecr8v.jpg,disponivel,Filmes e Séries,Space Jam,,HX8784W62
Funko Pop! Animation Hunter X Hunter Killua Zoldyck 1317 Exclusivo,"R$ 389,90",https://cdn.awsli.com.br/800x800/84/84034/produto/213018316/funko-pop--animation-hunter-x-hunter-killua-zoldyck-1317-c-1--8as48-6jb4sw7jor.jpg,disponivel,Animes,Hunter x Hunter,Exclusivo,HX9556Z38
Funko Pop! Television The Walking Dead Tyreese 152,"R$ 399,90",https://cdn.awsli.com.br/800x800/84/84034/produto/143366820/funko-pop--television-the-walking-dead-tyreese-152-a-800-318wf2y0t6.jpg,disponivel,Filmes e Séries,The Walking Dead,,HX9803B76
Funko Pop! Television Star Wars Obi-Wan Kenobi 599 Exclusivo,"R$ 149,90",https://cdn.awsli.com.br/800x800/84/84034/produto/210745995/funko-pop--television-star-wars-obi-wan-kenobi-599-exclusivo-as-2-dsfsd-l1s1gexx2h.jpg,disponivel,Filmes e Séries,Star Wars,Exclusivo,HX9900R71
Funko Pop! Marvel Thor Ragnarok Thor 335 Exclusivo Glow,"R$ 469,90",https://cdn.awsli.com.br/800x800/84/84034/produto/92206313/funko-pop--thor-335-exclusivo-c-1--800-im52krg7yu.jpg,disponivel,Heróis/Vilões,Marvel,Exclusivo | Glow,HY1253Y16
Funko Pop! Animation Demon Slayer Inosuke Hashibira 870 Exclusivo Flocked,"R$ 469,90",https://cdn.awsli.com.br/800x800/84/84034/produto/239993638/funko-pop--animation-demon-slayer-inosuke-hashibira-870-exclusivo-flocked-b-1--8-c3e3xelf4t.jpg,disponivel,Animes,Demon Slayer,Exclusivo | Flocked,HY1797K96
Funko Pop! Disney Operaçao Big Hero Baymax With Mochi 988 Exclusivo Glow Chase,"R$ 959,90",https://cdn.awsli.com.br/800x800/84/84034/produto/233322705/funko-pop--baymax-wmochi-988-chase-cc-800-qg5tnmg7ey.jpg,disponivel,Disney,Operação Big Hero,Exclusivo | Glow Chase,HY1880K28
Funko Pop! Filme Em Busca Do Vale Encantado Ducky 1841,"R$ 134,90",https://cdn.awsli.com.br/800x800/84/84034/produto/358485789/ducky-as-icooic9fkm.png,disponivel,Filmes e Séries,Vale Encantado,,HY1893B36
Funko Pop! Animation Dragon Ball Z Super Saiyan Rose Goku Black 1284,"R$ 474,90",https://cdn.awsli.com.br/800x800/84/84034/produto/215536611/su-caixa-1000-ur4bwug3t1.jpg,disponivel,Animes,Dragon Ball,,HY1917Y48
Funko Pop! Dc Comics Mulher Maravilha / Wonder Woman 383,"R$ 264,90",https://cdn.awsli.com.br/800x800/84/84034/produto/93791697/funko-pop--wonder-woman-383-c-800-epz6dbttxd.jpg,disponivel,Heróis/Vilões,Mulher Maravilha,,HY2098G69
Funko Pop! Dc Comics Sandman Death 234,"R$ 399,90",https://cdn.awsli.com.br/800x800/84/84034/produto/113150347/funko-pop--dc-comics-sandman-death-234-cc-1--800-mfc4e8j2oy.jpg,disponivel,Heróis/Vilões,Dc Comics,,HY2279Q93
Funko Pop! Football NFL 49Ers Colin Kaepernick 32,"R$ 2.039,90",https://cdn.awsli.com.br/800x800/84/84034/produto/236283386/funko-pop--colin-kaepernick-32-c-1--800-3xyx5eok2o.jpg,disponivel,Esporte,Futebol Americano NFL,,HY2500V67
Funko Pop! Animation Jujutsu Kaisen Yuji Itadori 1111,"R$ 194,90",https://cdn.awsli.com.br/800x800/84/84034/produto/179084178/funko-pop--animation-jujutsu-kaisen-yuji-itadori-1111-a-1--800-05fgsfugjn.jpg,disponivel,Animes,Jujutsu Kaisen,,HY2510D60
Funko Pop! Television Daria Jane Lane 1440,"R$ 129,90",https://cdn.awsli.com.br/800x800/84/84034/produto/224403621/pop--jane-lane-c-1--800-2edy4adohg.jpg,disponivel,Disney,Daria,,HY2831C22
Funko Pop! Dc Comics Pacificador Peacemaker 1110,"R$ 264,90",https://cdn.awsli.com.br/800x800/84/84034/produto/109752035/funko-pop--dc-comics-pacificador-peacemaker-1110-as-5800-xc036ms49l.jpg,disponivel,Heróis/Vilões,Pacificador,,HY3129T52
"Funko Bitty Pop! O Senhor Dos Aneis Witch, Dunharrow, Lurtz + Surpresa","R$ 119,90",https://cdn.awsli.com.br/800x800/84/84034/produto/255192951/he-l-a-800-23kibg1m9w.jpg,disponivel,Filmes e Séries,Bitty Pop Senhor dos Aneis,,HY3818C51
Funko Pop! Filme Harry Potter Herbology Hermione Granger 57,"R$ 264,90",https://cdn.awsli.com.br/800x800/84/84034/produto/111444067/Funko Pop! Filme Harry Potter Herbology Hermione Granger 57 caixa 800.jpg,disponivel,Filmes e Séries,Harry Potter,,HY3922A32
Funko Pop! Filme Jurassic World Distortus Rex 1800,"R$ 264,90",https://cdn.awsli.com.br/800x800/84/84034/produto/355664957/distortus-rex-b-nzzqy5jmvo.png,disponivel,Filmes e Séries,Jurassic Park,,HY4171L17
Funko Pop! Baseball MLB Wil Myers 15,"R$ 339,90",https://cdn.awsli.com.br/800x800/84/84034/produto/183721324/funko-pop--mlb-baseball-wil-myers-15-cc-800-p4h8ey4orl.jpg,disponivel,Esporte,Baseball MLB,,HY4693B42
Funko Pop! Animation Hanna Barbera Touché Turtle Dum Dum 435 Exclusivo,"R$ 469,90",https://cdn.awsli.com.br/800x800/84/84034/produto/212265583/funko-pop--hanna-4nzype0zfg.jpg,disponivel,Disney,Hanna Barbera,Exclusivo,HY4817T81
Funko Pop! Filme Alien Xenomorph 731 Exclusivo,"R$ 389,90",https://cdn.awsli.com.br/800x800/84/84034/produto/225386337/funko-pop--filmes-alien-xenomorph-731-exclusivo-cc-1--800-ubi367k6y2.jpg,disponivel,Filmes e Séries,Alien,Exclusivo,HY5006L50
Funko Pop! Football NFL Bengals Santa 199 Exclusivo,"R$ 149,90",https://cdn.awsli.com.br/800x800/84/84034/produto/234144775/bengals-santa-c-800-3wwu9troap.jpg,disponivel,Esporte,Futebol Americano NFL,Exclusivo,HY5203P81
Funko Pop! Marvel Thor Ragnarok Loki 242 Exclusivo Blacklight,"R$ 469,90",https://cdn.awsli.com.br/800x800/84/84034/produto/212630479/loki-combo-800-bdw77r7m3m.jpg,disponivel,Heróis/Vilões,Loki,Exclusivo | Blacklight,HY5228E36
Funko Pop! Disney Bambi 94,"R$ 334,90",https://cdn.awsli.com.br/800x800/84/84034/produto/235005494/ba-800-kpyxppqd93.jpg,disponivel,Disney,Bambi,,HY5648F61
Funko Pop! Dc Comics Esquadrao Suicida Arlequina / Harley Quinn 1108,"R$ 148,90",https://cdn.awsli.com.br/800x800/84/84034/produto/120290455/funko-pop--dc-comics-the-suicide-squad-harley-quinn-1108-a-800-enqlbwczl7.jpg,disponivel,Heróis/Vilões,Harley Quinn,,HY5954W28
Funko Pop! Basketball NBA Minnesota Timberwolves Crunch 14,"R$ 264,90",https://cdn.awsli.com.br/800x800/84/84034/produto/374885076/crunch-as-ql73aw0rcv.png,disponivel,Esporte,Basketball NBA,,HY6487Q28
Funko Pop! Animation Betty Boop Sock Hop Betty Boop & Pudgy 555,"R$ 474,90",https://cdn.awsli.com.br/800x800/84/84034/produto/231935188/sock-hop-555-c-800-r88js95kax.jpg,disponivel,Disney,Betty Boop,,HY6560E70
Funko Pop! DC Comics Lanterna Verde / Green Lantern 317 Exclusivo,"R$ 389,90",https://cdn.awsli.com.br/800x800/84/84034/produto/229686107/aa-2--800-pms7vfplku.jpg,disponivel,Heróis/Vilões,Lanterna Verde,Exclusivo,HY7255D42
Funko Pop! Marvel Lady Sif 56,"R$ 399,90",https://cdn.awsli.com.br/800x800/84/84034/produto/89639909/ec94263792.jpg,disponivel,Heróis/Vilões,Os Vingadores,,HY7407Y13
Funko Pop! DC Comics Batman Mulher Gato / Catwoman 338,"R$ 399,90",https://cdn.awsli.com.br/800x800/84/84034/produto/206971092/funko-pop--returns-catwoman-338-cc-800-q3j0dx3hai.jpg,disponivel,Heróis/Vilões,Mulher Gato,,HY7412C48
Funko Pop! Rocks Queen Freddie Mercury 97 Exclusivo Diamond,"R$ 309,90",https://cdn.awsli.com.br/800x800/84/84034/produto/232050105/funko-pop--freddie-mercury-97-diamond-c-1--800-s3xo9u9i2c.jpg,disponivel,Música,Queen,Exclusivo | Diamond,HY7932M12
Funko Pop! Disney Alice no Pais das Maravilhas Cheshire Cat 1059 Exclusivo Diamond,"R$ 389,90",https://cdn.awsli.com.br/800x800/84/84034/produto/266318450/cheshire-ca-c-1--800-p24okr9yiu.jpg,disponivel,Disney,Alice no País das Maravilhas,Exclusivo | Diamond,HY8484L54
Funko Pop! Filme Clube Dos Cinco Allison 1655,"R$ 194,90",https://cdn.awsli.com.br/800x800/84/84034/produto/324618964/allison-reynolds-b-1--800-27arihfo6t.jpg,disponivel,Filmes e Séries,Clube Dos Cinco,,HY8660H86
Funko Pop! Games Magic The Gathering Elspeth Tirel 08,"R$ 544,90",https://cdn.awsli.com.br/800x800/84/84034/produto/213958869/els-combo-800-g3qzhqsliy.jpg,disponivel,Games,Magic: The Gathering,,HY8811X97
Funko Pop! Animation Death Note L With Cake 219 Exclusivo,"R$ 1.999,90",https://cdn.awsli.com.br/800x800/84/84034/produto/221221075/lsdas-asdsa-vwn3h6bhnz.png,disponivel,Animes,Death Note,Exclusivo,HY9052Y97
Funko Pop! DC Comics Batman Armored Bruce 559,"R$ 134,90",https://cdn.awsli.com.br/800x800/84/84034/produto/359598876/armored-bruce-wayne-b-uspaaxrkex.png,disponivel,Heróis/Vilões,Batman,,HY9852P54
Funko Pop! Animation Scooby Doo 149 Exclusivo Flocked,"R$ 559,90",https://cdn.awsli.com.br/800x800/84/84034/produto/115500128/funko-pop--anima-4oskwiv143.jpg,disponivel,Disney,Scooby Doo!,Exclusivo | Flocked,HZ1107P36
Funko Pop! Games Five Night's At Freddy's Dark Springtrap 242 Exclusivo,"R$ 2.399,90",https://cdn.awsli.com.br/800x800/84/84034/produto/215622499/dark-combo-800-axvnnyeg9q.jpg,disponivel,Games,Five Nights at Freddy's,Exclusivo,HZ1864Y71
Funko Pop! Filme O Lar das Crianças Peculiares Jake Portman 260,"R$ 129,90",https://cdn.awsli.com.br/800x800/84/84034/produto/230641725/funko-pop-jake-portman-260-bg-go2ddun7n6.png,disponivel,Filmes e Séries,O Lar das Crianças Peculiares,,HZ2719B44
Funko Pop! WWE The Miz 169 Exclusivo,"R$ 309,90",https://cdn.awsli.com.br/800x800/84/84034/produto/290241011/the-miz-with-b-1--800-7qffvl799h.jpg,disponivel,Esporte,WWE,Exclusivo,HZ2942R66
Funko Pop! Icons Dia De Los Muertos Xolo (Alebrije) 102,"R$ 134,90",https://cdn.awsli.com.br/800x800/84/84034/produto/359608490/xolo-as-72xajhm383.png,disponivel,Filmes e Séries,Ad Icons,,HZ3236C68
Funko Pop! Games Street Fighter Hot Ryu and Violent Ken 2 Pack Exclusivo,"R$ 559,90",https://cdn.awsli.com.br/800x800/84/84034/produto/373497877/adsadsda2-y2p7clskdj.png,disponivel,Games,Street Fighter,Exclusivo,HZ3857E61
Funko Pop! Basketball NBA Chicago Bulls Michael Jordan 75 10 Polegadas,"R$ 149,90",https://cdn.awsli.com.br/800x800/84/84034/produto/231292659/funko-pop--funko-pop--michael-jordan-75-c-800-8sl88p3fl7.jpg,disponivel,Esporte,Basketball NBA,10 Polegadas,HZ4298V85
Funko Pop! WWE Chris Jericho 40 Exclusivo,"R$ 389,90",https://cdn.awsli.com.br/800x800/84/84034/produto/172428847/funko-pop-wwe-chris-jericho-40-exclusivo-bbb-1jlwp690tu.png,disponivel,Esporte,WWE,Exclusivo,HZ4906A53
Funko Pop! Television Star Wars Bistan 155 Exclusivo,"R$ 389,90",https://cdn.awsli.com.br/800x800/84/84034/produto/236782694/funko-pop--bistan-155-exclusivo-cc-800-252v8o9zez.jpg,disponivel,Filmes e Séries,Star Wars,Exclusivo,HZ4930U69
Funko Pop! Marvel X-Men Wolverine 722 Exclusivo,"R$ 184,90",https://cdn.awsli.com.br/800x800/84/84034/produto/98636375/funko-pop--wolverine--retr---722-exclusivo-c-008-0yhwdmvc9q.jpg,disponivel,Heróis/Vilões,X-Men,Exclusivo,HZ5426B24
Funko Pop! Disney O Estranho Mundo de Jack Sally 449,"R$ 134,90",https://cdn.awsli.com.br/800x800/84/84034/produto/232052803/sally-449-3-a4ncwdy89x.png,disponivel,Disney,O Estranho Mundo de Jack,,HZ6105H71
Funko Pop! Television Star Wars Ben Kenobi 99 Exclusivo,"R$ 469,90",https://cdn.awsli.com.br/800x800/84/84034/produto/236396920/kenobi-funko-3-7q6li10qu9.png,disponivel,Filmes e Séries,Star Wars,Exclusivo,HZ6978E73
Funko Pop! Animation Jujutsu Kaisen Mai Zen'in 1372,"R$ 129,90",https://cdn.awsli.com.br/800x800/84/84034/produto/221026119/pop--mai-zen-in-wyeyp6irh6.jpg,disponivel,Animes,Jujutsu Kaisen,,HZ8113V83
Funko Pop! Pusheen Mermaid 13 Exclusivo,"R$ 469,90",https://cdn.awsli.com.br/800x800/84/84034/produto/212145666/mar-caixa-550-zimkze.jpg,disponivel,Disney,Pusheen,Exclusivo,HZ8811B10
Funko Pop! Deluxe Dc Comics Superman 537,"R$ 304,90",https://cdn.awsli.com.br/800x800/84/84034/produto/332630304/delux-b-800-67ilckkqvs.jpg,disponivel,Heróis/Vilões,Superman,,HZ9458V70
Funko Pop! Deluxe Filme Harry Potter Albus Dumbledore With Podium 172,"R$ 334,90",https://cdn.awsli.com.br/800x800/84/84034/produto/259876108/funko-pop--filme-harry-potter-albus-dumbledore-with-podium-172-a-800-0n14ld427x.jpg,disponivel,Filmes e Séries,Harry Potter,,HZ9541U57
Funko Pop! Television Star Wars The Bad Batch Hunter 446,"R$ 264,90",https://cdn.awsli.com.br/800x800/84/84034/produto/232677593/funko-pop--hunter-446-c-800-rs7kwfid8v.jpg,disponivel,Filmes e Séries,Star Wars,,IA1723M45
Funko Pop! Disney Sandy Claws 609 Exclusivo,"R$ 319,90",https://cdn.awsli.com.br/800x800/84/84034/produto/242319599/funko-pop--sandy-claws-609-exclusivo-c-1--800-w7v8qut1ih.jpg,disponivel,Disney,Disney,Exclusivo,IA2020F69
Funko Pop! Filme O Senhor dos Aneis Gandalf Vs Balrog 1275 Exclusivo,"R$ 1.199,90",https://cdn.awsli.com.br/800x800/84/84034/produto/213819516/funko-pop--filme-lord-of-the-rings-senhor-dos-aneis-gandalf-vs-balrog-1275-exclu-er8bpkc20p.jpg,disponivel,Filmes e Séries,O Senhor dos Anéis,Exclusivo,IA2741V91
Funko Pop! Marvel Venom Venomized Ghost Rider 369 Exclusivo,"R$ 309,90",https://cdn.awsli.com.br/800x800/84/84034/produto/238777134/image-800gh-vebfxxcn66.jpg,disponivel,Heróis/Vilões,Venom,Exclusivo,IA3550N36
Funko Pop! Animation Dragon Ball Z Vegeta (Eating Noodles) 758 Exclusivo,"R$ 469,90",https://cdn.awsli.com.br/800x800/84/84034/produto/215566004/vege-combo-800-5dwc5j0sv2.jpg,disponivel,Animes,Dragon Ball,Exclusivo,IA3903W28
Funko Pop! Marvel Os Vingadores Capitao America / Captain America 32 Exclusivo,"R$ 279,90",https://cdn.awsli.com.br/800x800/84/84034/produto/101704209/funko-pop-marvel-captain-america-32-exclusivo-bfgdf-5gmm0zr2o4.png,disponivel,Heróis/Vilões,Capitão América,Exclusivo,IA4477B43
Funko Pop! Animation One Piece Luffytaro 921 Exclusivo Metallic,"R$ 389,90",https://cdn.awsli.com.br/800x800/84/84034/produto/114064471/luffytaro-funko-3-mb1qpb7382.png,disponivel,Animes,One Piece,Exclusivo | Metallic,IA5653Y89
Funko Pop! Television Hora De Aventura / Adventure Time Fionna & Cake 2 Pack Exclusivo,"R$ 4.799,90",https://cdn.awsli.com.br/800x800/84/84034/produto/377596177/funko-pop-fionna-cake-2-pack-a-26eq4wl01t.png,disponivel,Disney,Hora De Aventura,Exclusivo,IA5939Q48
Funko Pop! Yourself Faça Você Mesmo Boneco Personalizado,"R$ 409,90",https://cdn.awsli.com.br/800x800/84/84034/produto/230491150/whatsapp-image-2023-08-22-at-12-10-51-wzyd8r9rbk.jpeg,disponivel,Filmes e Séries,Funko,,IA6001R91
Funko Pop! Marvel Doctor Strange Scarlet Witch 1007 Exclusivo Glow,"R$ 319,90",https://cdn.awsli.com.br/800x800/84/84034/produto/208368264/scarlet-combo-550-ykialy.jpg,disponivel,Heróis/Vilões,Marvel,Exclusivo | Glow,IA6156E76
Funko Pop! Filme Pe Pequeno Smallfoot Meechee 601,"R$ 129,90",https://cdn.awsli.com.br/800x800/84/84034/produto/229846588/meechee-601-c-1--800-z1dtdzyfla.jpg,disponivel,Disney,Pé Pequeno,,IA6202K80
Funko Pop! Animation Evangelion Rei 745,"R$ 814,90",https://cdn.awsli.com.br/800x800/84/84034/produto/226144133/funko-pop-animation-evangelion-rei-745-bb-laojphqxi6.png,disponivel,Animes,Evangelion,,IA6383P22
Funko Pop! Filme Star Trek Bones 349,"R$ 544,90",https://cdn.awsli.com.br/800x800/84/84034/produto/214727546/bon-combo-800-dhsee2aydi.jpg,disponivel,Filmes e Séries,Star Trek,,IA6749H50
